"id","matchId","latitude","longitude","timestamp"
1,0,51.749733506099,-1.22840438262381,1743704867533
2,0,51.7497374561828,-1.22840735950197,1743704868273
3,0,51.7497381119541,-1.22841075112705,1743704868805
4,0,51.7497416749681,-1.22841223244434,1743704869331
5,0,51.7497442249466,-1.2284169097603,1743704870177
6,0,51.7497456153832,-1.22841853308199,1743704870795
7,0,51.7497516820841,-1.22841804784085,1743704871378
8,0,51.749757707658,-1.22842057947454,1743704872073
9,0,51.7497592935379,-1.22843037015455,1743704872581
10,0,51.7497572252339,-1.228435447107,1743704873530
11,0,51.7497578973397,-1.22843457086564,1743704874303
12,0,51.7497611317787,-1.22843485805094,1743704875070
13,0,51.7497634705573,-1.22843687520611,1743704875729
14,0,51.7497676277489,-1.22843762283786,1743704876570
15,0,51.7497638290071,-1.22843507864704,1743704877181
16,0,51.7497592617281,-1.22843582497231,1743704877787
17,0,51.7497558340174,-1.22843788934444,1743704878577
18,0,51.7497547511355,-1.22844194418248,1743704879554
19,0,51.7497570640878,-1.22844371196951,1743704880349
20,0,51.7497585279223,-1.22844498808067,1743704881093
21,0,51.7497625471378,-1.22844414578129,1743704881971
22,0,51.7497574334774,-1.22844328713509,1743704882575
23,0,51.7497597808711,-1.22844937620456,1743704883442
24,0,51.7497554006261,-1.22844551122586,1743704884049
25,0,51.7497532018384,-1.22844635848541,1743704884933
26,0,51.7497532341926,-1.2284501914903,1743704885638
27,0,51.7497539178908,-1.22844761651276,1743704886250
28,0,51.7497513431113,-1.22844505339991,1743704886822
29,0,51.7497530132434,-1.22844958184428,1743704887394
30,0,51.7497524446671,-1.228446918152,1743704888358
31,0,51.749754256755,-1.22844972499163,1743704888894
32,0,51.7497555010465,-1.22844793978157,1743704889607
33,0,51.7497575378788,-1.22844461152141,1743704890580
34,0,51.7497629890562,-1.22844465956584,1743704891366
35,0,51.7497615044502,-1.2284379830476,1743704892131
36,0,51.7497644611672,-1.22844631834919,1743704892982
37,0,51.7497564876279,-1.22844746192116,1743704893847
38,0,51.7497624707739,-1.22844970759828,1743704894563
39,0,51.7497642217578,-1.228456031235,1743704895522
40,0,51.7497630041541,-1.22845351189694,1743704896066
41,0,51.7497614096618,-1.22845280718524,1743704896633
42,0,51.7497603700559,-1.22845330983705,1743704897497
43,0,51.7497564929272,-1.22845489349045,1743704898023
44,0,51.7497598288263,-1.2284504906322,1743704898664
45,0,51.7497677875087,-1.2284508855857,1743704899296
46,0,51.749774578403,-1.22845822614117,1743704900121
47,0,51.7497831202194,-1.22846065270168,1743704900951
48,0,51.7497792644744,-1.22846585676118,1743704901847
49,0,51.7497814918888,-1.22847129573329,1743704902627
50,0,51.7497898658999,-1.22847367536662,1743704903452
51,0,51.7497914996827,-1.22846980947201,1743704904329
52,0,51.7497895904394,-1.2284665710758,1743704905165
53,0,51.7497904714704,-1.22847046251663,1743704905815
54,0,51.7497860136276,-1.22846440538926,1743704906627
55,0,51.7497947547515,-1.22846704093615,1743704907239
56,0,51.7497914639372,-1.22847467388345,1743704908171
57,0,51.7497886164808,-1.22846843565118,1743704908988
